Time,Temperature,Crime
1422,33.080002,700
1423,44.959999,1124
1424,46.939999,1100
1425,44.060001,1036
1426,37.939999,1198
1427,39.919998,1092
1428,32,1209
1429,37.040001,1166
1430,35.959999,1271
1431,42.080002,1115
1432,46.939999,1071
1433,50,1172
1434,50,1224
1435,41,1190
1436,50,1215
1437,44.959999,1276
1438,37.040001,1126
1439,44.060001,1068
1440,30.02,1054
1441,28.040001,1040
1442,37.939999,1252
1443,42.98,1147
1444,33.080002,1257
1445,37.939999,968
1446,17.959999,897
1447,28.940001,1032
1448,35.060001,1047
1449,14,1062
1450,17.959999,1055
1451,12.02,820
1452,19.040001,667
1453,24.08,859
1454,26.059999,1010
1455,41,1128
1456,39.919998,1108
1457,57.02,1158
1458,41,1743
1459,53.959999,1061
1460,35.959999,1069
1461,35.060001,1098
1462,30.92,917
1463,26.959999,934
1464,28.040001,1138
1465,26.959999,1012
1466,33.98,1012
1467,35.060001,1164
1468,35.959999,1142
1469,62.060001,1219
1470,46.040001,1188
1471,15.08,1099
1472,15.08,1072
1473,14,956
1474,10.94,1042
1475,23,1030
1476,35.060001,1047
1477,28.040001,1035
1478,24.08,1054
1479,23,735
1480,23,784
1481,30.92,1036
1482,42.98,1225
1483,35.060001,1116
1484,21.02,1044
1485,26.959999,1072
1486,35.060001,1084
1487,35.060001,1002
1488,37.040001,1060
1489,33.98,1184
1490,35.959999,1108
1491,44.060001,1061
1492,50,1236
1493,55.040001,1114
1494,46.939999,998
1495,44.959999,1057
1496,33.080002,1159
1497,30.92,1121
1498,32,1145
1499,42.080002,1214
1500,51.080002,1117
1501,41,965
1502,48.919998,1109
1503,42.080002,1148
1504,33.080002,1190
1505,26.959999,1082
1506,26.059999,1291
1507,41,1122
1508,37.040001,1009
1509,35.959999,1080
1510,35.959999,1133
1511,35.959999,1154
1512,35.959999,1190
1513,41,1300
1514,33.080002,1109
1515,39.919998,958
1516,35.060001,1139
1517,26.959999,1231
1518,26.959999,1161
1519,33.98,1251
1520,44.060001,1218
1521,41,1186
1522,64.040001,1149
1523,57.02,1114
1524,30.02,1120
1525,30.02,1060
1526,37.040001,1117
1527,35.060001,1259
1528,33.98,1101
1529,33.080002,1031
1530,35.959999,1183
1531,41,1294
1532,50,1241
1533,35.060001,1202
1534,44.060001,1323
1535,51.080002,1137
1536,41,1070
1537,37.939999,1092
1538,42.080002,1083
1539,39.919998,1150
1540,50,1147
1541,39.02,1162
1542,44.060001,1200
1543,48.919998,1021
1544,60.080002,1184
1545,71.059998,1304
1546,77,1264
1547,59,1248
1548,55.939999,1484
1549,55.939999,1114
1550,64.040001,1073
1551,68,1215
1552,75.919998,1377
1553,80.059998,1404
1554,53.959999,1322
1555,60.98,1402
1556,68,1290
1557,78.980003,1272
1558,75.919998,1223
1559,53.959999,1140
1560,53.959999,1252
1561,62.959999,1364
1562,62.959999,1363
1563,73.940002,1331
1564,75.919998,1303
1565,82.940002,1268
1566,80.959999,1344
1567,69.980003,1310
1568,57.02,1317
1569,46.040001,1194
1570,42.080002,1061
1571,53.959999,1149
1572,66.919998,1366
1573,57.02,1271
1574,55.040001,1298
1575,57.02,1222
1576,53.060001,1338
1577,57.919998,1173
1578,48.919998,1217
1579,44.060001,1200
1580,51.98,1291
1581,62.060001,1267
1582,69.980003,1370
1583,75.919998,1380
1584,60.080002,1257
1585,84.919998,1228
1586,77,1344
1587,82.040001,1387
1588,64.040001,1373
1589,55.040001,1261
1590,73.040001,1373
1591,64.040001,1204
1592,53.959999,1142
1593,60.080002,1297
1594,71.059998,1316
1595,75.019997,1331
1596,71.959999,1314
1597,68,1384
1598,73.040001,1222
1599,80.059998,1263
1600,69.980003,1244
1601,66.919998,1265
1602,69.080002,1302
1603,75.019997,1357
1604,69.980003,1355
1605,68,1212
1606,69.980003,1208
1607,73.940002,1168
1608,71.959999,1277
1609,80.059998,1458
1610,75.919998,1227
1611,73.040001,1321
1612,86,1294
1613,87.080002,1263
1614,89.059998,1256
1615,91.940002,1352
1616,89.059998,1316
1617,89.059998,1248
1618,87.980003,1428
1619,87.980003,1320
1620,80.059998,1297
1621,89.059998,1445
1622,80.059998,1418
1623,69.980003,1328
1624,78.980003,1245
1625,69.980003,1383
1626,71.059998,1232
1627,78.080002,1195
1628,86,1207
1629,89.059998,1331
1630,84.919998,1275
1631,93.019997,1251
1632,96.080002,1270
1633,91.040001,1292
1634,93.019997,1333
1635,95,1325
1636,93.919998,1345
1637,89.959999,1422
1638,91.040001,1309
1639,75.919998,1400
1640,75.019997,1261
1641,86,1186
1642,87.080002,1234
1643,87.080002,1368
1644,80.059998,1269
1645,80.959999,1317
1646,84.919998,1331
1647,87.980003,1394
1648,91.040001,1337
1649,89.059998,1297
1650,84.919998,1327
1651,86,1436
1652,87.080002,1322
1653,87.080002,1560
1654,93.019997,1443
1655,96.980003,1365
1656,91.040001,1328
1657,91.940002,1290
1658,91.940002,1313
1659,87.980003,1310
1660,86,1351
1661,82.940002,1342
1662,102.02,1263
1663,89.059998,1351
1664,84.019997,1178
1665,73.940002,1246
1666,78.980003,1296
1667,82.940002,1379
1668,86,1334
1669,89.059998,1300
1670,93.019997,1479
1671,91.940002,1333
1672,93.019997,1310
1673,87.980003,1366
1674,84.019997,1363
1675,84.019997,1314
1676,89.059998,1269
1677,93.019997,1317
1678,95,1352
1679,89.959999,1380
1680,77,1331
1681,84.919998,1358
1682,75.019997,1288
1683,75.919998,1228
1684,82.040001,1269
1685,84.019997,1238
1686,84.019997,1262
1687,84.019997,1248
1688,87.980003,1332
1689,86,1310
1690,82.040001,1239
1691,73.040001,1244
1692,73.040001,1212
1693,75.919998,1329
1694,80.959999,1458
1695,82.940002,1394
1696,84.019997,1299
1697,86,1325
1698,84.919998,1291
1699,80.059998,1311
1700,80.059998,1316
1701,84.919998,1468
1702,82.940002,1376
1703,80.059998,1238
1704,84.019997,1234
1705,87.080002,1238
1706,87.080002,1200
1707,87.980003,1254
1708,80.059998,1313
1709,87.080002,1373
1710,91.940002,1443
1711,89.959999,1388
1712,89.959999,1314
1713,93.919998,1347
1714,75.919998,1287
1715,69.980003,1263
1716,69.980003,1297
1717,77,1234
1718,80.959999,1281
1719,84.019997,1261
1720,82.940002,1383
1721,87.080002,1287
1722,87.080002,1267
1723,66.919998,1316
1724,71.059998,1275
1725,75.019997,1244
1726,69.080002,1283
1727,73.940002,1362
1728,73.040001,1243
1729,62.060001,1197
1730,71.059998,1302
1731,78.980003,1392
1732,84.019997,1203
1733,84.919998,1356
1734,87.080002,1331
1735,84.019997,1382
1736,69.080002,1302
1737,53.959999,1235
1738,53.060001,1257
1739,59,1157
1740,62.959999,1209
1741,60.080002,1215
1742,62.959999,1270
1743,71.959999,1275
1744,75.919998,1343
1745,66.919998,1273
1746,62.959999,1126
1747,75.019997,1298
1748,73.040001,1313
1749,64.040001,1300
1750,55.939999,1383
1751,57.919998,1387
1752,53.959999,1162
1753,48.02,1111
1754,51.080002,1146
1755,51.080002,1213
1756,51.98,1136
1757,53.959999,1157
1758,57.02,1284
1759,60.98,1270
1760,64.940002,1324
1761,57.02,1479
1762,55.939999,1449
1763,66.019997,1200
1764,69.980003,1298
1765,69.980003,1321
1766,62.060001,1339
1767,60.98,1155
1768,62.060001,1324
1769,62.060001,1268
1770,66.019997,1185
1771,48.02,1221
1772,60.080002,1276
1773,64.940002,1217
1774,60.98,1101
1775,48.919998,1153
1776,55.040001,1209
1777,37.040001,1099
1778,28.040001,1035
1779,37.939999,1252
1780,53.060001,1198
1781,44.959999,1142
1782,48.919998,1157
1783,39.02,1158
1784,44.060001,1304
1785,41,759
1786,26.959999,948
1787,46.040001,1095
1788,55.040001,1104
1789,60.98,1108
1790,39.02,1132
1791,26.959999,1089
1792,28.940001,1263
1793,24.08,1207
1794,30.02,1105
1795,28.040001,908
1796,17.059999,942
1797,17.059999,978
1798,15.08,1031
1799,28.040001,914
1800,28.040001,1010
1801,32,942
1802,33.080002,897
1803,28.040001,1076
1804,28.040001,1035
1805,35.060001,1120
1806,35.060001,1182
1807,24.08,1163
1808,19.940001,1027
1809,15.08,836
1810,10.94,948
1811,21.02,989
1812,19.940001,1112
1813,37.939999,1144
1814,44.060001,1176
1815,39.02,924
1816,35.959999,765
1817,37.040001,1024
1818,46.939999,1105
1819,39.02,1060
1820,37.040001,1163
1821,37.939999,1104
1822,44.959999,1681
1823,42.080002,1008
1824,42.080002,1141
1825,42.98,1141
1826,37.040001,1102
1827,30.92,1188
1828,39.02,1170
1829,44.959999,1128
1830,37.939999,1068
1831,37.939999,1136
1832,42.080002,1267
1833,57.02,1216
1834,48.919998,1191
1835,37.040001,1131
1836,44.959999,1147
1837,46.939999,1124
1838,42.98,1205
1839,35.060001,1114
1840,55.040001,1354
1841,46.040001,1155
1842,33.98,1021
1843,35.959999,961
1844,30.02,1063
1845,39.919998,1114
1846,35.060001,1161
1847,42.98,1183
1848,51.080002,1238
1849,48.919998,1178
1850,50,1098
1851,39.02,1136
1852,37.939999,1151
1853,48.02,1268
1854,42.98,1189
1855,44.060001,1213
1856,32,1121
1857,33.98,990
1858,35.959999,1035
1859,33.080002,1118
1860,30.02,1189
1861,32,1071
1862,37.040001,1184
1863,35.060001,1184
1864,30.02,975
1865,39.02,983
1866,55.939999,1135
1867,42.080002,1120
1868,37.040001,992
1869,24.08,1083
1870,8.0600004,876
1871,19.940001,877
1872,33.080002,1013
1873,37.040001,1106
1874,46.040001,1203
1875,42.98,1205
1876,46.939999,1237
1877,41,1176
1878,33.98,924
1879,37.939999,1098
1880,37.939999,1151
1881,41,1343
1882,37.040001,1174
1883,35.959999,1234
1884,41,1120
1885,33.98,918
1886,35.959999,1001
1887,44.060001,1155
1888,53.060001,1109
1889,57.919998,1209
1890,53.959999,1299
1891,66.919998,1250
1892,55.939999,1101
1893,62.959999,1024
1894,42.080002,1083
1895,42.98,1296
1896,37.939999,1209
1897,39.02,1324
1898,41,1098
1899,46.939999,1036
1900,37.040001,1046
1901,33.080002,1105
1902,48.919998,1220
1903,42.080002,1214
1904,39.919998,1298
1905,44.959999,1051
1906,48.02,1169
1907,50,1181
1908,44.959999,1211
1909,51.080002,1296
1910,69.980003,1274
1911,68,1286
1912,48.02,1296
1913,60.080002,1042
1914,53.959999,1157
1915,55.939999,1338
1916,57.919998,1187
1917,57.919998,1217
1918,55.040001,1202
1919,42.98,1127
1920,55.939999,1087
1921,71.059998,1120
1922,75.019997,1242
1923,75.919998,1189
1924,80.059998,1245
1925,80.959999,1266
1926,66.919998,1280
1927,62.060001,896
1928,55.939999,1130
1929,66.019997,1263
1930,73.940002,1274
1931,75.019997,1257
1932,71.059998,1298
1933,68,1240
1934,71.959999,1121
1935,73.040001,1193
1936,46.040001,1156
1937,64.040001,1179
1938,71.059998,1240
1939,68,1295
1940,60.98,1172
1941,59,1002
1942,59,1394
1943,71.959999,1198
1944,73.040001,1362
1945,68,1226
1946,57.919998,1401
1947,57.919998,1172
1948,71.059998,1067
1949,73.040001,1264
1950,71.059998,1270
1951,73.940002,1312
1952,59,1119
1953,46.939999,1303
1954,50,1179
1955,55.939999,1140
1956,62.060001,1252
1957,64.940002,1329
1958,73.040001,1226
1959,62.959999,1258
1960,64.040001,1273
1961,73.940002,1223
1962,60.98,1121
1963,62.060001,1194
1964,75.019997,1246
1965,80.059998,1242
1966,75.019997,1312
1967,82.940002,1379
1968,87.080002,1341
1969,91.940002,1234
1970,91.040001,1206
1971,89.059998,1400
1972,75.919998,1351
1973,78.980003,1417
1974,80.059998,1292
1975,73.940002,1329
1976,77,1174
1977,80.959999,1233
1978,82.040001,1228
1979,82.940002,1312
1980,84.919998,1274
1981,68,1314
1982,62.959999,1237
1983,64.040001,1182
1984,69.080002,1232
1985,75.919998,1241
1986,78.980003,1334
1987,86,1251
1988,89.959999,1364
1989,91.940002,1303
1990,77,1252
1991,87.080002,1245
1992,78.980003,1319
1993,87.080002,1283
1994,82.940002,1322
1995,73.040001,1320
1996,82.040001,1148
1997,73.040001,1221
1998,71.059998,1239
1999,80.959999,1195
2000,77,1328
2001,80.059998,1197
2002,84.919998,1261
2003,89.959999,1464
2004,84.019997,1264
2005,82.940002,1277
2006,78.080002,1259
2007,77,1344
2008,78.080002,1200
2009,82.040001,1360
2010,84.019997,1296
2011,87.980003,1285
2012,73.040001,1328
2013,77,1161
2014,80.959999,1287
2015,87.080002,1368
2016,89.059998,1292
2017,96.980003,1330
2018,93.919998,1232
2019,95,1333
2020,82.940002,1430
2021,87.980003,1325
2022,80.059998,1245
2023,77,1355
2024,82.940002,1338
2025,82.040001,1263
2026,87.980003,1377
2027,89.959999,1380
2028,86,1442
2029,87.980003,1355
2030,93.019997,1285
2031,93.919998,1314
2032,89.959999,1263
2033,98.959999,1200
2034,98.959999,1402
2035,96.980003,1248
2036,82.940002,1318
2037,89.059998,1355
2038,86,1352
2039,84.019997,1295
2040,86,1269
2041,78.080002,1334
2042,86,1247
2043,78.980003,1269
2044,77,1393
2045,80.059998,1306
2046,84.019997,1237
2047,84.919998,1233
2048,86,1256
2049,84.919998,1217
2050,86,1239
2051,84.019997,1247
2052,80.959999,1274
2053,78.080002,1278
2054,84.019997,1278
2055,87.080002,1206
2056,89.059998,1279
2057,84.019997,1253
2058,84.019997,1320
2059,78.980003,1310
2060,78.980003,1216
2061,73.040001,1205
2062,71.059998,1208
2063,75.919998,1338
2064,75.019997,1228
2065,75.019997,1383
2066,77,1347
2067,78.080002,1181
2068,71.059998,1082
2069,78.080002,1256
2070,82.040001,1206
2071,82.040001,1251
2072,82.940002,1391
2073,69.980003,1322
2074,64.040001,1129
2075,66.919998,1072
2076,71.959999,1219
2077,64.940002,1168
2078,73.040001,1202
2079,78.080002,1392
2080,78.980003,1304
2081,82.040001,1239
2082,71.059998,1116
2083,55.040001,1144
2084,62.060001,1228
2085,68,1305
2086,71.059998,1287
2087,69.080002,1196
2088,66.019997,1152
2089,71.959999,1160
2090,71.059998,1338
2091,66.919998,1206
2092,59,1181
2093,59,1284
2094,68,1200
2095,73.940002,1261
2096,77,1114
2097,82.040001,1182
2098,75.919998,1328
2099,60.080002,1256
2100,57.919998,1341
2101,66.919998,1308
2102,71.959999,1313
2103,66.019997,1102
2104,57.919998,1238
2105,53.959999,1135
2106,39.02,1053
2107,50,1294
2108,50,1244
2109,51.98,1215
2110,55.939999,1137
2111,57.919998,1189
2112,62.959999,1198
2113,44.060001,1285
2114,53.060001,1380
2115,57.919998,1245
2116,48.919998,1086
2117,41,1096
2118,46.939999,1205
2119,51.080002,1184
2120,46.040001,1099
2121,44.959999,1322
2122,51.98,1199
2123,53.959999,1180
2124,69.980003,1243
2125,62.060001,1453
2126,42.080002,1387
2127,33.98,1136
2128,39.919998,1226
2129,46.939999,1144
2130,55.040001,1069
2131,55.939999,1254
2132,53.959999,1201
2133,64.040001,1210
2134,68,1241
2135,48.02,1201
2136,41,1144
2137,46.040001,1053
2138,42.080002,1074
2139,44.060001,1141
2140,46.939999,1167
2141,42.98,1210
2142,39.919998,1334
2143,44.060001,1175
2144,44.060001,952
2145,44.060001,1123
2146,48.919998,1216
2147,53.959999,1160
2148,57.919998,883
2149,60.080002,1043
2150,57.919998,1237
2151,62.060001,1199
2152,62.060001,1164
2153,60.98,1262
2154,60.080002,1076
2155,39.02,1062
2156,33.080002,1115
2157,30.02,943
2158,15.08,782
2159,26.059999,959
2160,33.98,984
2161,35.060001,1046
2162,17.059999,967
2163,21.02,1040
2164,35.060001,1006
2165,41,1065
2166,44.959999,1080
2167,50,1296
2168,44.959999,1248
2169,50,1302
2170,44.060001,1369
2171,55.040001,1194
2172,53.959999,1030
2173,41,1178
2174,42.98,1132
2175,39.919998,1217
2176,50,1172
2177,53.959999,1229
2178,39.919998,1091
2179,44.060001,864
2180,37.040001,689
2181,33.98,969
2182,37.939999,1125
2183,48.02,1100
2184,50,1069
2185,50,1161
2186,42.98,1677
2187,42.98,991
2188,48.02,1099
2189,51.98,1013
2190,50,1289
2191,42.080002,1061
2192,41,991
2193,39.02,1033
2194,33.080002,1096
2195,35.060001,1158
2196,44.959999,1152
2197,48.02,1248
2198,33.080002,1108
2199,33.080002,970
2200,33.080002,927
2201,23,1053
2202,21.92,1003
2203,30.02,1105
2204,26.959999,1149
2205,26.959999,1109
2206,28.940001,875
2207,30.92,1039
2208,26.059999,992
2209,28.040001,1038
2210,24.08,1092
2211,42.98,1145
2212,33.98,1071
2213,24.08,845
2214,24.98,944
2215,17.959999,1003
2216,19.940001,926
2217,24.08,1114
2218,12.02,1031
2219,10.94,861
2220,1.9400001,736
2221,5,825
2222,10.04,827
2223,10.94,952
2224,10.94,930
2225,17.059999,1007
2226,12.92,925
2227,26.959999,841
2228,30.92,874
2229,26.959999,751
2230,21.02,813
2231,14,917
2232,19.040001,988
2233,26.059999,896
2234,21.92,807
2235,42.080002,942
2236,44.959999,1136
2237,48.02,1147
2238,39.919998,1076
2239,33.080002,1283
2240,32,978
2241,37.939999,845
2242,33.98,936
2243,33.080002,1079
2244,35.060001,1091
2245,44.959999,1163
2246,32,1171
2247,26.959999,1119
2248,30.92,978
2249,33.080002,932
2250,24.08,941
2251,28.040001,1066
2252,39.919998,1108
2253,55.939999,1210
2254,51.080002,1201
2255,53.959999,1067
2256,62.959999,1244
2257,73.040001,1268
2258,60.98,1142
2259,37.939999,1148
2260,39.02,1225
2261,39.02,1082
2262,46.939999,1066
2263,60.98,1104
2264,42.98,1160
2265,66.919998,1125
2266,64.040001,1203
2267,51.98,1239
2268,64.040001,1182
2269,78.980003,1188
2270,78.980003,1185
2271,73.040001,1183
2272,50,1142
2273,60.080002,1219
2274,55.040001,1213
2275,62.959999,1177
2276,60.98,1192
2277,60.98,1145
2278,69.980003,1143
2279,35.060001,1018
2280,39.919998,1033
2281,35.959999,1081
2282,32,1010
2283,39.919998,964
2284,42.98,1107
2285,51.98,1156
2286,42.98,1036
2287,37.939999,1130
2288,51.080002,1304
2289,48.919998,1230
2290,57.919998,1198
2291,62.060001,1173
2292,69.980003,1269
2293,50,1138
2294,57.919998,1158
2295,68,1358
2296,77,1267
2297,82.940002,1245
2298,69.980003,1260
2299,68,1149
2300,48.919998,1055
2301,55.939999,1008
2302,53.060001,1266
2303,73.040001,1303
2304,82.040001,1150
2305,66.919998,1208
2306,82.940002,1332
2307,59,1259
2308,66.019997,1252
2309,66.019997,1332
2310,66.019997,1218
2311,68,1124
2312,82.940002,1274
2313,82.040001,1272
2314,77,1337
2315,84.019997,1306
2316,69.980003,1300
2317,64.040001,1192
2318,69.080002,1097
2319,89.959999,1304
2320,80.059998,1305
2321,66.019997,1234
2322,62.060001,1286
2323,71.059998,1342
2324,80.059998,1252
2325,69.080002,1147
2326,80.059998,1230
2327,87.080002,1278
2328,89.059998,1339
2329,87.980003,1367
2330,69.980003,1398
2331,64.940002,1109
2332,75.019997,1205
2333,78.980003,1270
2334,87.980003,1368
2335,87.080002,1331
2336,78.080002,1205
2337,84.919998,1485
2338,80.959999,1301
2339,78.080002,1212
2340,71.059998,1154
2341,64.040001,1158
2342,71.059998,1212
2343,91.040001,1215
2344,80.959999,1287
2345,78.980003,1251
2346,80.959999,1208
2347,86,1265
2348,82.940002,1264
2349,87.080002,1233
2350,89.059998,1283
2351,91.040001,1427
2352,93.019997,1308
2353,91.040001,1264
2354,89.059998,1291
2355,80.059998,1250
2356,84.019997,1330
2357,77,1323
2358,75.919998,1354
2359,66.919998,1182
2360,77,1269
2361,89.059998,1237
2362,91.940002,1176
2363,91.040001,1283
2364,73.940002,1252
2365,69.980003,1313
2366,78.980003,1216
2367,75.019997,1424
2368,78.980003,1265
2369,82.940002,1204
2370,86,1268
2371,89.059998,1330
2372,86,1331
2373,89.959999,1293
2374,93.919998,1252
2375,93.919998,1250
2376,89.059998,1270
2377,77,1250
2378,80.059998,1357
2379,78.080002,1334
2380,84.019997,1234
2381,82.040001,1297
2382,82.040001,1188
2383,82.940002,1297
2384,84.919998,1311
2385,82.940002,1236
2386,75.019997,1359
2387,73.940002,1334
2388,80.959999,1343
2389,82.940002,1214
2390,82.040001,1316
2391,84.919998,1319
2392,82.940002,1288
2393,82.940002,1362
2394,80.059998,1345
2395,84.919998,1277
2396,89.059998,1285
2397,91.040001,1229
2398,91.940002,1464
2399,91.040001,1229
2400,89.959999,1284
2401,80.959999,1236
2402,87.980003,1218
2403,87.980003,1223
2404,91.040001,1248
2405,87.080002,1269
2406,84.019997,1255
2407,86,1345
2408,89.059998,1294
2409,87.980003,1247
2410,80.959999,1327
2411,84.019997,1337
2412,80.059998,1289
2413,77,1178
2414,78.980003,1318
2415,68,1155
2416,68,1068
2417,78.080002,1149
2418,87.080002,1248
2419,89.959999,1236
2420,87.080002,1091
2421,80.059998,1278
2422,78.980003,1275
2423,78.980003,1235
2424,78.980003,1210
2425,91.040001,1282
2426,84.919998,1269
2427,75.019997,1290
2428,77,1300
2429,80.959999,1399
2430,84.919998,1192
2431,87.980003,1218
2432,89.059998,1208
2433,89.959999,1241
2434,82.040001,1256
2435,84.019997,1376
2436,78.080002,1333
2437,80.059998,1220
2438,73.940002,1114
2439,71.059998,1159
2440,66.919998,1092
2441,78.080002,1210
2442,66.019997,1327
2443,60.98,1145
2444,71.059998,1169
2445,80.059998,1185
2446,87.980003,1262
2447,84.019997,1272
2448,78.080002,1227
2449,87.980003,1439
2450,73.940002,1319
2451,84.019997,1174
2452,89.959999,1281
2453,84.919998,1282
2454,69.080002,1164
2455,75.019997,1235
2456,73.040001,1353
2457,80.059998,1270
2458,82.940002,1206
2459,69.080002,1411
2460,78.080002,1265
2461,73.940002,1178
2462,82.040001,1228
2463,84.019997,1269
2464,87.080002,1289
2465,87.080002,1218
2466,87.080002,1248
2467,75.919998,1293
2468,53.959999,1262
2469,53.959999,1089
2470,55.939999,1329
2471,59,1209
2472,60.98,1101
2473,73.940002,1265
2474,66.919998,1311
2475,71.959999,1254
2476,78.080002,1271
2477,60.080002,1294
2478,73.040001,1288
2479,80.059998,1252
2480,66.919998,1145
2481,57.919998,1187
2482,55.040001,1194
2483,55.040001,1223
2484,64.940002,1274
2485,55.040001,1207
2486,55.939999,1177
2487,60.98,1165
2488,66.019997,1342
2489,62.060001,1506
2490,53.959999,1444
2491,57.02,1201
2492,55.040001,1273
2493,53.060001,1092
2494,53.959999,1137
2495,44.959999,1054
2496,42.98,1117
2497,51.080002,1150
2498,48.02,1229
2499,50,1200
2500,57.02,1164
2501,66.019997,1190
2502,60.080002,1139
2503,55.939999,1216
2504,39.919998,1097
2505,41,1268
2506,46.040001,1128
2507,42.98,1075
2508,59,1103
2509,55.040001,1170
2510,44.959999,1021
2511,33.080002,794
2512,32,980
2513,37.939999,1044
2514,37.939999,947
2515,39.02,1045
2516,35.060001,1122
2517,48.02,1153
2518,33.98,1064
2519,35.959999,1110
2520,33.98,1077
2521,44.959999,915
2522,28.940001,1038
2523,33.080002,1011
2524,30.02,902
2525,24.08,1025
2526,30.02,959
2527,24.08,936
2528,28.940001,863
2529,32,1068
2530,33.080002,1074
2531,35.959999,1107
2532,33.98,1095
2533,28.040001,1212
2534,30.92,991
2535,28.940001,764
2536,23,941
2537,37.040001,1023
2538,33.98,999
2539,37.939999,1152
2540,37.939999,1255
2541,50,1106
2542,51.98,975
2543,26.059999,789
2544,42.080002,767
2545,44.959999,1025
2546,37.939999,994
2547,33.98,1041
2548,30.02,977
2549,35.060001,994
2550,26.959999,1559
2551,19.940001,904
2552,23,894
2553,35.959999,1081
2554,42.98,1162
2555,60.080002,1134
2556,64.940002,1116
2557,55.939999,1117
2558,39.02,1183
2559,44.060001,1192
2560,35.959999,1286
2561,41,1176
2562,37.040001,1068
2563,26.959999,1078
2564,26.059999,1171
2565,39.919998,1143
2566,33.080002,1029
2567,26.959999,1090
2568,6.0799999,960
2569,10.04,901
2570,26.959999,921
2571,28.940001,937
2572,14,935
2573,10.04,960
2574,19.940001,935
2575,32,989
2576,35.060001,907
2577,44.060001,1055
2578,48.02,947
2579,12.02,842
2580,26.059999,840
2581,30.02,1122
2582,30.02,924
2583,32,829
2584,44.060001,939
2585,39.919998,927
2586,33.98,905
2587,26.959999,995
2588,37.939999,1151
2589,35.959999,969
2590,15.98,795
2591,15.08,820
2592,21.92,772
2593,21.02,988
2594,33.98,1051
2595,24.08,1089
2596,33.080002,1040
2597,46.939999,1006
2598,32,941
2599,14,942
2600,19.040001,950
2601,23,972
2602,26.959999,1066
2603,33.080002,1047
2604,35.959999,960
2605,33.98,1032
2606,32,1033
2607,23,1026
2608,26.059999,916
2609,37.939999,1129
2610,33.080002,1258
2611,57.02,984
2612,55.939999,1007
2613,30.92,1040
2614,35.959999,1112
2615,32,1036
2616,26.059999,1125
2617,24.98,964
2618,35.060001,945
2619,35.060001,1072
2620,48.02,1172
2621,44.060001,1179
2622,57.02,1132
2623,57.02,1230
2624,39.02,1098
2625,37.040001,1018
2626,39.02,1014
2627,42.080002,969
2628,48.02,1048
2629,48.919998,1062
2630,33.98,925
2631,37.040001,930
2632,42.080002,933
2633,39.02,1053
2634,57.919998,1198
2635,51.080002,1222
2636,44.959999,999
2637,39.919998,1252
2638,44.060001,1090
2639,42.080002,987
2640,60.080002,1097
2641,57.919998,1243
2642,50,1144
2643,53.060001,1100
2644,53.959999,1235
2645,62.959999,1141
2646,64.040001,1130
2647,53.060001,1133
2648,44.959999,1102
2649,51.98,1134
2650,53.060001,1114
2651,64.040001,1064
2652,42.080002,1011
2653,42.080002,951
2654,50,1126
2655,59,1351
2656,73.040001,1247
2657,69.080002,1215
2658,75.019997,1283
2659,64.940002,1144
2660,71.959999,1105
2661,75.019997,1262
2662,73.940002,1261
2663,73.940002,1231
2664,73.940002,1151
2665,82.040001,1275
2666,57.02,1099
2667,53.959999,1029
2668,46.040001,1054
2669,44.060001,1073
2670,57.02,1175
2671,73.940002,1371
2672,73.940002,1286
2673,55.939999,1056
2674,64.940002,975
2675,75.019997,1229
2676,80.959999,1198
2677,69.980003,1291
2678,59,1149
2679,57.919998,1286
2680,60.98,1223
2681,57.919998,986
2682,55.939999,1115
2683,73.040001,1133
2684,64.040001,1218
2685,57.02,1273
2686,73.040001,1314
2687,73.040001,1209
2688,55.040001,1033
2689,60.080002,1201
2690,66.019997,1262
2691,66.019997,1222
2692,59,1228
2693,57.02,1258
2694,66.919998,1236
2695,78.080002,1079
2696,80.959999,1161
2697,50,1201
2698,62.060001,1150
2699,66.919998,1242
2700,77,1287
2701,78.980003,1162
2702,73.940002,1350
2703,86,1252
2704,69.080002,1224
2705,78.080002,1267
2706,87.080002,1236
2707,87.080002,1306
2708,84.919998,1187
2709,84.919998,1114
2710,73.940002,1235
2711,78.980003,1255
2712,86,1364
2713,91.040001,1234
2714,82.040001,1287
2715,84.019997,1228
2716,80.959999,1221
2717,71.959999,1164
2718,75.919998,1136
2719,77,1167
2720,80.959999,1166
2721,82.040001,1282
2722,82.040001,1194
2723,82.040001,1145
2724,77,1101
2725,82.040001,1153
2726,78.980003,1195
2727,86,1288
2728,84.019997,1292
2729,82.940002,1268
2730,75.019997,1145
2731,80.059998,1199
2732,82.940002,1320
2733,87.080002,1194
2734,71.059998,1158
2735,75.919998,1107
2736,80.059998,1206
2737,87.080002,1186
2738,87.080002,1214
2739,84.919998,1264
2740,84.919998,1258
2741,82.040001,1198
2742,87.980003,1301
2743,80.959999,1351
2744,78.980003,1225
2745,84.019997,1328
2746,89.959999,1289
2747,89.959999,1268
2748,89.059998,1262
2749,86,1317
2750,78.080002,1227
2751,86,1251
2752,82.940002,1259
2753,77,1295
2754,80.959999,1295
2755,82.040001,1287
2756,82.040001,1340
2757,84.019997,1344
2758,82.940002,1299
2759,84.919998,1330
2760,87.980003,1225
2761,89.059998,1345
2762,89.059998,1273
2763,89.059998,1449
2764,80.959999,1264
